title,link,view,upload_date
독일 프라이부르크 환경정책...순천시 모델로 (뉴스데스크 2023.2.28 광주MBC),https://youtube.com/watch?v=s8EtjkW0-ho&pp=ygUG7ZmY6rK9,1.8천회,1년 전
환경영향평가 ‘의무’→‘선별’ 평가 추진…환경단체 반발 / KBS  2022.08.26.,https://youtube.com/watch?v=DD7Cfo0s7ro&pp=ygUG7ZmY6rK9,5천회,1년 전
"우리 모두 공동의 집, 지구를 돌보는 방법 [UHD환경스페셜 기후변화 특집 지구의 경고 2편 100인 리딩쇼, 지구, 우리 모두의 집] / KBS 20210715 방송",https://youtube.com/watch?v=ZhVl4PObVhM&pp=ygUG7ZmY6rK9,6.2천회,11개월 전
[글로벌K] 담배꽁초로 인한 환경오염…‘결자해지 합시다’ / KBS  2023.04.26.,https://youtube.com/watch?v=z59BoOqNA1w&pp=ygUG7ZmY6rK9,620회,1년 전
"꼭 알고 있어야할 생활속 환경호르몬과 문제점, 제거방법을 알려드립니다",https://youtube.com/watch?v=_wY2ggfzRfU&pp=ygUG7ZmY6rK9,732회,4개월 전
우리가 종이빨대 쓸 때 기업은 어떤 노력을 했을까 (ft. 통합환경관리제도) / 비디오머그,https://youtube.com/watch?v=CueBuSTHu_E&pp=ygUG7ZmY6rK9,4천회,2일 전
유혈목이가 힘들게 잡은 개구리를 뱉어난 이유..??? | KBS 환경스페셜 060524 방송,https://youtube.com/watch?v=vi4y1sSH7fg&pp=ygUG7ZmY6rK9,1.9천회,4일 전
"환경보호 비용, 누가 내야 하는가",https://youtube.com/watch?v=94NA8HEA3e4&pp=ygUG7ZmY6rK9,5.3만회,3년 전
"[탄소중립 환경동화] 엄마, 탄소중립이 뭐예요? (1편)",https://youtube.com/watch?v=KpC8LDpOb0Y&pp=ygUG7ZmY6rK9,6.5천회,9개월 전
한국환경공단｜통합물관리를 위한 물분야 사업 홍보영상,https://youtube.com/watch?v=EcIxUEGBE8s&pp=ygUG7ZmY6rK9,1만회,10개월 전
[현장속으로] 오늘은 ‘환경의 날’…작은 실천이?지구를 살립니다! / KBS  2023.06.05.,https://youtube.com/watch?v=1OTBY6rVBk4&pp=ygUG7ZmY6rK9,57만회,2년 전
환경영향평가 5분 뚝딱 정리 | 공탁제 | 자연자원총량제 | 위클리어스 컨닝노트,https://youtube.com/watch?v=NYGaDYxRLSI&pp=ygUG7ZmY6rK9,7.2만회,1년 전
※충격※ 육식이 환경을 오염시킨다?! 육식이 유발하는 기후 위기 | 지구인 더 하우스 10 회,https://youtube.com/watch?v=fD_OPcOCcL4&pp=ygUG7ZmY6rK9,760회,3년 전
[글로벌K] 자원 개발 vs 환경 보존…지구촌 곳곳 ‘고민’ / KBS 2021.04.13.,https://youtube.com/watch?v=XutlFF_QZ5M&pp=ygUG7ZmY6rK9,1.2천회,3년 전
경쟁률 58대1...'고시'가 된 환경미화원 시험 / YTN,https://youtube.com/watch?v=BtllfOHxW_I&pp=ygUG7ZmY6rK9,9.2천회,7년 전
환경호르몬이 나오지 않는 안전한 플라스틱 / YTN 사이언스,https://youtube.com/watch?v=XqOxBZF4fhI&pp=ygUG7ZmY6rK9,2.7천회,1년 전
"섬의 고요를 깨는 총소리, 멧돼지 포획 현장 [환경스페셜 - 섬으로 간 동물들] / KBS 20060125 방송",https://youtube.com/watch?v=zRD3xm7VXm0&pp=ygUG7ZmY6rK9,3.7만회,4년 전
(ENG SUB) 일본 고래사냥 재개에 분노한 해적같은 해양 환경보호단체 시셰퍼드(Sea shepherd)/ 스브스뉴스,https://youtube.com/watch?v=BIOrsF88pHQ&pp=ygUG7ZmY6rK9,41만회,1년 전
[기후환경 리포트] 3년 모으면 달까지‥'썩는 플라스틱'이 해결책? (2022.07.29/뉴스투데이/MBC),https://youtube.com/watch?v=cM1kceMNm1Q&pp=ygUG7ZmY6rK9,1.6만회,1년 전
대담 [2023 주목해야할 환경 이슈] KBS제주 230103방송,https://youtube.com/watch?v=UXGn-i3YNHs&pp=ygUG7ZmY6rK9,35만회,4년 전
"플라스틱, 비닐 규제.. 진짜 환경에 도움이 되긴 할까 / 14F",https://youtube.com/watch?v=nfUhy9y9RFc&pp=ygUG7ZmY6rK9,638만회,11년 전
환경오염에는 어떤 종류가 있을까?  |  환경오염과 보존송  |  과학송,https://youtube.com/watch?v=Q5nZw4j0NHM&pp=ygUG7ZmY6rK9,1.8만회,4년 전
최초 제작 의도는 '환경보호'였다? 비닐봉지의 역사/ 연합뉴스 (Yonhapnews),https://youtube.com/watch?v=zX1h8tpgr4I&pp=ygUG7ZmY6rK9,248회,1년 전
[기후환경리포트] 동해와 서해에서 2천 개나 발견됐다. 북한에서 넘어온 이것들의 정체는? (2022.04.26/MBC뉴스),https://youtube.com/watch?v=gNJ14zB8q8o&pp=ygUG7ZmY6rK9,2.4만회,4년 전
??환경송 - 왜 그럴까?｜뚝딱뚝딱 미스터부우｜환경특파원｜환경보호 애니메이션｜The Environment Song for Kids,https://youtube.com/watch?v=O2zZo-dgL4g&pp=ygUG7ZmY6rK9,24만회,2년 전
101초 환경 이야기 《당신이 꼭 알아야 할 환경 호르몬》,https://youtube.com/watch?v=2t3hnmVJ32Y&pp=ygUG7ZmY6rK9,1만회,2년 전
직업탐구- 별일입니다 - 환경 영향 평가사 김지연,https://youtube.com/watch?v=xcsMetF8Flo&pp=ygUG7ZmY6rK9,2.4만회,4년 전
美 타임지 '올해의 인물'에 16살 환경운동가 툰베리 선정...역대 '최연소' / YTN,https://youtube.com/watch?v=gz8uySisIvE&pp=ygUG7ZmY6rK9,1.1만회,1년 전
여러번 지적됐지만 바뀌지 않는 환경미화원 열악한 근무 환경 / SBS / 모아보는뉴스,https://youtube.com/watch?v=MVFUNft2QCE&pp=ygUG7ZmY6rK9,1.7만회,1년 전
늘어가는 환경피해?? 어디에 하소연해야 할까요???? [환경분쟁조정제도],https://youtube.com/watch?v=5vv9NZ4fKhQ&pp=ygUG7ZmY6rK9,1.9만회,3년 전
2020. 07. 22 12년 만에 환경교사 뽑는다‥환경교육 전문화,https://youtube.com/watch?v=67f6fSQL-LI&pp=ygUG7ZmY6rK9,9.8천회,3년 전
경쟁률 58대1...'고시'가 된 환경미화원 시험 / YTN,https://youtube.com/watch?v=rlVodJpUMu0&pp=ygUG7ZmY6rK9,4.7천회,5년 전
원주민은 갈 곳 없는 주거환경개선사업 / KBS뉴스(News),https://youtube.com/watch?v=Af3in6JxRss&pp=ygUG7ZmY6rK9,1.2천회,1년 전
"법정에 선 환경운동가들‥법원도 ""기후위기 심각"" (2023.01.23/뉴스데스크/MBC)",https://youtube.com/watch?v=6kLbwzU286Q&pp=ygUG7ZmY6rK9,4.4천회,9개월 전
"與 “환경단체, 사드 괴담 유포”…“트집잡기” 반발 | 뉴스A",https://youtube.com/watch?v=IyuvFi_cmWE&pp=ygUG7ZmY6rK9,5.7만회,4년 전
환경과 생활/창작동화/누리동화/동화책 읽어주기/동화듣기,https://youtube.com/watch?v=c6V00SRos-s&pp=ygUG7ZmY6rK9,2천회,1년 전
"반년째 '유노동 무임금' 환경미화원들…""쌀 살 돈도 없다"" / JTBC 뉴스룸",https://youtube.com/watch?v=vxxpu_aU6ck&pp=ygUG7ZmY6rK9,8.1천회,2년 전
“휴게실 오가는데 40~50분”…환경미화원 아스팔트 위 찜통 휴식 / KBS 2021.07.21.,https://youtube.com/watch?v=lNMt6BvKwP4&pp=ygUG7ZmY6rK9,1.5만회,1년 전
"어린이들 뛰노는 바닥매트, 알고 보니 환경호르몬 범벅 / 연합뉴스TV (YonhapnewsTV)",https://youtube.com/watch?v=x7npmIeRFRI&pp=ygUG7ZmY6rK9,3.4만회,2년 전
"5년 차 환경운동가, 류준열 후원자의 용기있는 인터뷰",https://youtube.com/watch?v=mzoYEkX0SLY&pp=ygUG7ZmY6rK9,87만회,2년 전
[같이경제] 환경 지키고 돈도 벌고…자원 재활용 산업 / KBS 2021.06.30.,https://youtube.com/watch?v=HxMp3q1yRY0&pp=ygUG7ZmY6rK9,8.1천회,2년 전
[신선한 경제] 경유차 '환경개선부담금' 할인·감면받으려면? (2021.12.15/뉴스투데이/MBC),https://youtube.com/watch?v=ooeEjBQJeh4&pp=ygUG7ZmY6rK9,4.2천회,3년 전
인간 이기심의 결과? 환경파괴와 감염병의 연관성! | 미래수업 Living the New Normal EP.4,https://youtube.com/watch?v=FF5AnvKqMkI&pp=ygUG7ZmY6rK9,2.1만회,3년 전
"“코로나19가 환경 문제일까요?” 타일러, 지구를 뒤덮은 재앙의 시작!ㅣ집사부일체(Master in the House)ㅣSBS ENTER.",https://youtube.com/watch?v=mmEITgzmX5k&pp=ygUG7ZmY6rK9,5.6천회,1년 전
2억대 장치를 60만 원에…환경관리원의 기발한 제안 / SBS,https://youtube.com/watch?v=s1FFqnUYAVE&pp=ygUG7ZmY6rK9,3.5천회,3년 전
[OFFICIAL] 가장 주목 받고 있는 '환경 산업' 에 대한 오해와 진실!,https://youtube.com/watch?v=o3xqhcO5yL8&pp=ygUG7ZmY6rK9,2.8만회,2년 전
인공눈 100%로 치르는 베이징올림픽…환경 피해 논란 / JTBC 뉴스룸,https://youtube.com/watch?v=OpncY0fW_Qk&pp=ygUG7ZmY6rK9,21만회,10개월 전
바다 쓰레기 '줍깅'.. 환경교육 실천 (2023.05.31/뉴스데스크/목포MBC),https://youtube.com/watch?v=Dh6nFizuGwg&pp=ygUG7ZmY6rK9,272만회,5년 전
"환경보호, 즐거운 놀이가 되다…'트래시태그 챌린지' / 연합뉴스 (Yonhapnews)",https://youtube.com/watch?v=PAayx7Kf27A&pp=ygUG7ZmY6rK9,1.3천회,1년 전
[EBS x 국토연구원] ep6. 경제와 환경의 상관관계 | KRIHSdocumentary,https://youtube.com/watch?v=1sb5QwNMBGQ&pp=ygUG7ZmY6rK9,5.8만회,11개월 전
"가장 가난한, 가장 행복한, 바람의 나라, 부탄 [환경스페셜-신년특집 물, 바람, 그리고 하늘의 나라 부탄] / KBS 20070110 방송",https://youtube.com/watch?v=4Ee0V33U6WU&pp=ygUG7ZmY6rK9,1.3천회,11개월 전
보호보다 개발에 방점‥환경부장관 맞나? (2023.05.10/뉴스데스크/MBC),https://youtube.com/watch?v=6_LQuWLe2XM&pp=ygUG7ZmY6rK9,7.4천회,7년 전
"환경미화원의 고충, 위험하고 힘들지만 '당당한 척'해야 하는 현실 김제동의 톡투유 94회",https://youtube.com/watch?v=r_S9epnrxZc&pp=ygUG7ZmY6rK9,14만회,4년 전
다큐 시선 - 당신이 몰랐던 환경수업 이야기_#001,https://youtube.com/watch?v=WaNz0SJLYiE&pp=ygUG7ZmY6rK9,11만회,2년 전
"01  자연, 생태, 환경의 개념과 관점",https://youtube.com/watch?v=D7UBiQn3mZI&pp=ygUG7ZmY6rK9,10만회,1년 전
일상회복에 버려지는 방역용품...환경오염 주범 되나? / YTN,https://youtube.com/watch?v=iJNqNH3TT5o&pp=ygUG7ZmY6rK9,2.3만회,2년 전
??해양 환경 오염을 해결하는 기술 ?? [#기술자들] / YTN 사이언스,https://youtube.com/watch?v=NL-SF3YftDI&pp=ygUG7ZmY6rK9,2.2만회,1년 전
"[뉴있저] ""해외에선 이미 의무화""...국내 환경교육 현실은? / YTN",https://youtube.com/watch?v=ki8-gw7WicA&pp=ygUG7ZmY6rK9,4.6천회,1년 전
"전세계 30% 환경보호 지정' 합의...""선진국 돈 더 내야"" 반발도 / YTN 사이언스",https://youtube.com/watch?v=GlW-nqhlpwg&pp=ygUG7ZmY6rK9,4.4천회,1년 전
"""사용해서 환경 지켜요""라더니…현실은 '그린 워싱'? / SBS 8뉴스",https://youtube.com/watch?v=OQCPamzZTOg&pp=ygUG7ZmY6rK9,1.8만회,1년 전
독일 프라이부르크 환경정책... 순천시 모델로... -R (230228화/뉴스데스크),https://youtube.com/watch?v=WQ7w6j-Qz0g&pp=ygUG7ZmY6rK9,7.8천회,2일 전
[OO씨인터뷰] 꾸준한 환경 보호 활동으로 설레는 삶을 살아가는 홍다경씨 인터뷰｜#신한라이프 #홍다경,https://youtube.com/watch?v=5zZ_2vjDDQ4&pp=ygUG7ZmY6rK9,300회,4년 전
타임지 올해의 인물에 ‘10대 환경운동가’ 툰베리…역대 최연소 / KBS뉴스(News),https://youtube.com/watch?v=w9ev0uasuBg&pp=ygUG7ZmY6rK9,2.3천회,4년 전
"??환경송 - 아야, 바다｜뚝딱뚝딱 미스터부우｜환경특파원｜환경보호 애니메이션｜The Environment Song for Kids｜Save Our Ocean",https://youtube.com/watch?v=mHV5fCbrgSM&pp=ygUG7ZmY6rK9,2천회,1년 전
환경오염 물질 '과불화화합물' 쉽게 분해하는 기술 / YTN 사이언스,https://youtube.com/watch?v=GtZ9CFhlz6E&pp=ygUG7ZmY6rK9,1.3만회,4년 전
[비정상회담][63-5] G들 즉석 토론♨ 환경 보호 규제 필요 VS 인식 개선 우선 (Abnormal Summit),https://youtube.com/watch?v=RyTRYu51XaI&pp=ygUG7ZmY6rK9,5천회,4개월 전
[현장영상] 평생 환경한거 맞아? 환경부 폐지하세요!... '툭' 끊어진 이성의 끈..결국 폭발한 장관,https://youtube.com/watch?v=ilr8i5LtdoY&pp=ygUG7ZmY6rK9,5.2만회,3년 전
빡공시대 고등통합사회 3강-자연 환경과 인간생활(현강판)-,https://youtube.com/watch?v=Uorgjibtsrs&pp=ygUG7ZmY6rK9,1.1천회,1년 전
"[환경다큐] 모든 것의 시작, 물",https://youtube.com/watch?v=rLi0ZcSG784&pp=ygUG7ZmY6rK9,19만회,10개월 전
"[기후환경 리포트] 최강의 슈퍼태풍이 출현한 이유, 세계기상기구도 놀랐다 (2023.06.12/뉴스투데이/MBC)",https://youtube.com/watch?v=EB_0F2TZDmY&pp=ygUG7ZmY6rK9,1.2만회,1년 전
"공무원, 환경미화원에 갑질 의혹 (뉴스데스크 2022.5.25 광주MBC)",https://youtube.com/watch?v=NBCE4470lI0&pp=ygUG7ZmY6rK9,20만회,11개월 전
"[기후환경 리포트] 엘니뇨 주의보 발령, 올여름 물폭탄·폭염 비상 (2023.04.24/뉴스투데이/MBC)",https://youtube.com/watch?v=WbG3hV5pDVc&pp=ygUG7ZmY6rK9,1.1천회,2년 전
[기후환경리포트] 유엔 기후변화리포트에서 알아야 할 단 하나! (2022.04.08 MBC뉴스),https://youtube.com/watch?v=dHZA3bDiozs&pp=ygUG7ZmY6rK9,120만회,10개월 전
"""땀 줄줄 흘리며 입었는데""‥운동복에서 환경호르몬 검출 (2023.05.19/뉴스데스크/MBC)",https://youtube.com/watch?v=7UaaIC4yVlc&pp=ygUG7ZmY6rK9,2천회,1년 전
"청소년 환경운동가 툰베리, 독일 탄광촌 시위 중 연행 / 연합뉴스 (Yonhapnews)",https://youtube.com/watch?v=uJFyWOM3XSA&pp=ygUG7ZmY6rK9,82만회,3년 전
환경미화원 채용 '바늘구멍' (2020-11-06/MBC 뉴스투데이 부산),https://youtube.com/watch?v=fxnM5Wn_Zyo&pp=ygUG7ZmY6rK9,1.6만회,2년 전
환경미화원의 죽음을 둘러싼 진실 KBS 210519 방송,https://youtube.com/watch?v=Y5QfX8BVQt4&pp=ygUG7ZmY6rK9,4.1만회,3년 전
"‘청산유수’ 김동현, 메일이 환경오염에 미치는 영향에 막힘없는 설명!ㅣ집사부일체(Master in the House)ㅣSBS ENTER.",https://youtube.com/watch?v=K_fq-Z-WTkM&pp=ygUG7ZmY6rK9,1.5만회,1년 전
경찰이 쏜 총에 숨진 환경 운동가…시민들 항의 시위 / JTBC 뉴스룸,https://youtube.com/watch?v=hMx0Zk01OsM&pp=ygUG7ZmY6rK9,8.1천회,11개월 전
"초강력 접착제로 도로에 손 붙인 환경운동가...독일 경찰, 전동 드릴로 떼어내 / YTN",https://youtube.com/watch?v=FnNIxa46fR8&pp=ygUG7ZmY6rK9,23만회,7년 전
환경미화원 #2 | 고맙습니다! 환경미화원 아저씨 | 직업놀이★지니키즈,https://youtube.com/watch?v=TnIYuNI3wgQ&pp=ygUG7ZmY6rK9,2.3만회,2년 전
※귀여워서 심장 아픔 주의※ 요즘 초등학교 저학년 환경 교육 클라스★ / 스브스뉴스,https://youtube.com/watch?v=7mBOcp3j7mY&pp=ygUG7ZmY6rK9,6.8만회,1년 전
[핫클립] 규칙적 관리에도 불균형을 유발하는 환경호르몬 / YTN 사이언스,https://youtube.com/watch?v=gSKUcH7eUso&pp=ygUG7ZmY6rK9,4.2천회,2년 전
환경 미화원 급여는 '슬쩍'…일 안 한 부인에겐 '펑펑' (2021.04.27/뉴스데스크/MBC),https://youtube.com/watch?v=hQchIlgPaKw&pp=ygUG7ZmY6rK9,35만회,2년 전
[핫클립] MZ세대의 환경운동  / YTN 사이언스,https://youtube.com/watch?v=dlicfVTq7io&pp=ygUG7ZmY6rK9,14만회,11개월 전
폐기물 매립 환경오염 진실 공방(2023.5.15/뉴스데스크/MBC경남),https://youtube.com/watch?v=WDIxV4a6bNk&pp=ygUG7ZmY6rK9,3.4천회,4년 전
[김진이 간다]‘초봉 5천만 원’ 20대도 탐내는 환경미화원 | 뉴스A,https://youtube.com/watch?v=3oerL4ogXXQ&pp=ygUG7ZmY6rK9,67만회,9개월 전
24년도 환경기초시설 탄소중립프로그램 개편방안,https://youtube.com/watch?v=eSufL4I3HTI&pp=ygUG7ZmY6rK9,3.4천회,7년 전
"[주요 뉴스] KBS뉴스9 경남 ? 환경보호냐 개발이냐, 갈등 되풀이(2016.11.17.목)",https://youtube.com/watch?v=Obb-R59Y_nM&pp=ygUG7ZmY6rK9,1.6천회,1년 전
"[뉴있저] 올해 달라지는 환경 정책...""여러분도 줄일 준비 됐나요?"" / YTN",https://youtube.com/watch?v=r84D90RLNEg&pp=ygUG7ZmY6rK9,72만회,1년 전
[즐거운 환경 수업] 13. 환경 계기교육 (6.5 환경의 날),https://youtube.com/watch?v=fAxY0CChyf4&pp=ygUG7ZmY6rK9,498회,4년 전
[영상으로 배우는 미래유망직업] 환경공학자 편,https://youtube.com/watch?v=_MRkG8QSARg&pp=ygUG7ZmY6rK9,7.9만회,2년 전
KBS 환경스페셜 ? 파로호는 살아있다 / KBS 20061101 방송,https://youtube.com/watch?v=39YUPGtAsWs&pp=ygUG7ZmY6rK9,3.1천회,3년 전
?? 환경운동가들이 지구를 지키는 방법?,https://youtube.com/watch?v=zfpqcTlFE_g&pp=ygUG7ZmY6rK9,1.8천회,1년 전
예술이 된 비닐쓰레기...환경 주제 교육전시 시작 / YTN,https://youtube.com/watch?v=X3keqa72LJs&pp=ygUG7ZmY6rK9,6.6천회,1년 전
[글로벌K] '고흐 그림 훼손·도로 점거' 극단 치닫는 환경운동…이렇게까지 하는 이유는 / KBS  2022.10.31.,https://youtube.com/watch?v=Z3Pmi-o1Y9M&pp=ygUG7ZmY6rK9,20만회,3년 전
통합환경관리제도(국문),https://youtube.com/watch?v=ruHZS1A1haQ&pp=ygUG7ZmY6rK9,8.8만회,4년 전
환경보호 한다고 텀블러 썼는데... 오래 써야 효과? / KBS뉴스(News),https://youtube.com/watch?v=c3lyjUdmz-E&pp=ygUG7ZmY6rK9,2.1천회,1년 전
"대나무 숲의 생태비밀, 대숲의 주인은 누구인가? [환경스페셜-대숲에 깃들다] / KBS 20121107 방송",https://youtube.com/watch?v=dOTaOhflGno&pp=ygUG7ZmY6rK9,6.3천회,10개월 전
"""근무환경 위험한데 저임금""…기피 이유 있었다 / SBS 8뉴스",https://youtube.com/watch?v=ctjPyraI36E&pp=ygUG7ZmY6rK9,3.5천회,2년 전
의류 공장으로 더럽혀진 방글라데시의 땅 [UHD 환경스페셜] | KBS 210701 방송,https://youtube.com/watch?v=sKsloL7vUJE&pp=ygUG7ZmY6rK9,5.7천회,4년 전
"[환경캠페인] 환경오염과 기후위기, 6번째 대멸종을 부르는 인류",https://youtube.com/watch?v=XyTCJkWzDWA&pp=ygUG7ZmY6rK9,10만회,8일 전
"뱀파이어 오징어, 뇌가 보이는 물고기! 충격 심해 생물의 세계 [최초탐사 남태평양 심해를 가다] / KBS 20110605 방송",https://youtube.com/watch?v=XfEOi83ddlA&pp=ygUG7ZmY6rK9,73만회,4년 전
북구청 환경공무직 채용 평가 기준 불공정 시비 / 대구경북 현대HCN,https://youtube.com/watch?v=Dt9D_1HhmqE&pp=ygUG7ZmY6rK9,83만회,2년 전
101초 환경 이야기 《미세 플라스틱의 습격》,https://youtube.com/watch?v=2-touy7tyAk&pp=ygUG7ZmY6rK9,7.5만회,4년 전
환경호르몬 걱정 없는 슈퍼 바이오플라스틱 개발 / YTN 사이언스,https://youtube.com/watch?v=ARSxRal_eKw&pp=ygUG7ZmY6rK9,9천회,3년 전
쓰레기 괴물이다! | 환경보호 | 분리수거 | 할로윈동요 | 유아교육 | 베이비버스 인기동요,https://youtube.com/watch?v=7ghNX-C316Q&pp=ygUG7ZmY6rK9,7.4천회,3년 전
북극여행｜환경과생활｜지구온난화,https://youtube.com/watch?v=h0tT6bRHw0E&pp=ygUG7ZmY6rK9,6.4천회,6년 전
환경미화원 공채 인기 폭발 170418[대구경북 TBC뉴스],https://youtube.com/watch?v=T_0UPoMimJY&pp=ygUG7ZmY6rK9,2.3천회,2년 전
내가 사용한 컵뚜껑에서 환경호르몬 나올까? 1초 확인법 / 스브스뉴스,https://youtube.com/watch?v=bksTivSFmlY&pp=ygUG7ZmY6rK9,140만회,10년 전
환경부 분리배출교육용 애니메이션- 한국환경공단 xvid,https://youtube.com/watch?v=ro8cgMU8JAs&pp=ygUG7ZmY6rK9,10만회,2년 전
"해양생태계를 개선하는 바다지킴이, 해양환경공단/ YTN 사이언스",https://youtube.com/watch?v=m4fnwwIxx-Q&pp=ygUG7ZmY6rK9,7.2만회,9개월 전
"[기후환경 리포트] 하늘에서 바이러스가 후두둑, 신종 전염병의 공습 (2023.06.26/뉴스투데이/MBC)",https://youtube.com/watch?v=RtucLZ9YtWg&pp=ygUG7ZmY6rK9,2.1만회,11년 전
[tbsTV] 영등포구 환경미화원 경쟁률 10:1,https://youtube.com/watch?v=ZQz-r_aWKDo&pp=ygUG7ZmY6rK9,20만회,4년 전
자연'스럽게 생활 속에서 환경을 지킬 수 있는 방법! 환경보호 정책도 같이 알아봐요. | 내가 그리는 세상 | 02월 08일,https://youtube.com/watch?v=IQT7TwS_ok4&pp=ygUG7ZmY6rK9,739회,10개월 전
[환경교육주간 명사특강] 친환경 생활습관을 나누고! - 줄리안 퀸타르트,https://youtube.com/watch?v=Gc5AqrAMWmg&pp=ygUG7ZmY6rK9,221만회,1년 전
"[자막뉴스] 환경단체 회원들 ""방법이 있다""...수상한 제안 / YTN",https://youtube.com/watch?v=xtdVUWysigg&pp=ygUG7ZmY6rK9,3.4만회,2개월 전
[월드비전] 2024 꿈엽서그리기대회 l  월드비전 환경교육 '모두를 위한 물',https://youtube.com/watch?v=LvTe1tnX3bM&pp=ygUG7ZmY6rK9,7.7만회,6개월 전
콜롬비아는 환경운동가들의 지옥? / KBS  2023.09.19.,https://youtube.com/watch?v=1X_9OHJTnOM&pp=ygUG7ZmY6rK9,1.8천회,3년 전
"[고1 통합사회] 【1】 인간, 사회, 환경을 바라보는 관점(1단원 인간, 사회, 환경과 행복) ㅣ 통합사회 강의 ㅣ 통합사회 노트필기 ㅣ 통합사회 공부방법",https://youtube.com/watch?v=tlEB1cQsbAU&pp=ygUG7ZmY6rK9,1만회,11개월 전
[ET] ‘환경미화원 빗자루’의 뜻밖의 사실…이 환경미화원이 유명해진 까닭 / KBS  2023.04.19.,https://youtube.com/watch?v=2za-J2yfeA8&pp=ygUG7ZmY6rK9,4.1만회,8개월 전
???♀????♂? 잼버리 참가자들에게 ??자연·환경 체험 프로그램 지원 | 환경부,https://youtube.com/watch?v=tCeIPzPQwbA&pp=ygUG7ZmY6rK9,926회,1년 전
2023 환경 정책 방향 |  환경부 업무보고 전체 요약본,https://youtube.com/watch?v=UJrFxxf7E3w&pp=ygUG7ZmY6rK9,20만회,3년 전
무분별한 플라스틱과 비닐로 죽어가는 지구환경,https://youtube.com/watch?v=NJxKH8hDmFU&pp=ygUG7ZmY6rK9,3.6만회,1년 전
[라인 초대석] 20대 환경운동가의 ‘꿈’ / KBS  2022.06.04,https://youtube.com/watch?v=lE0pogrqNP8&pp=ygUG7ZmY6rK9,5만회,3년 전
창의체험 탐구생활 - 4. 환경을 부탁해 - 탐구1 기후가 변하고 있어요,https://youtube.com/watch?v=jlSGgnvI6Xg&pp=ygUG7ZmY6rK9,3.1천회,8개월 전
“결국 어느 순간에는 무너지겠죠. 인간도 자연의 일부니까”│상상을 초월하는 환경의 변화│이젠 진정으로 기후위기에 대처해야할 시대│하나뿐인지구│#골라듄다큐,https://youtube.com/watch?v=8d_wqhjzyGQ&pp=ygUG7ZmY6rK9,4.5만회,5년 전
범죄는 ′유전′이 아닌 ′잘못된 가정환경′의 문제 차이나는 클라스 36회,https://youtube.com/watch?v=mIoWNrHKwCM&pp=ygUG7ZmY6rK9,2.2천회,3년 전
[다큐3일] 환경미화원이 맞서는 쓰레기 전쟁 현장 속으로!  “당신의 빛나는 오늘  - 우리 동네 환경미화원 72시간” (KBS 210328 방송),https://youtube.com/watch?v=oDFxAAIxtJ0&pp=ygUG7ZmY6rK9,3.9천회,2년 전
환경오염송 | 지구송 | 지구를구해줘 | 앗!뜨거뜨거 | 환경송 | 지구를지켜라  | KIDSSONG  | 환경의날  | 인기동요 | 율동 동요 | 우리랑 율동해요 [우리랑 놀자],https://youtube.com/watch?v=OyHa-O1jygw&pp=ygUG7ZmY6rK9,8.2만회,2년 전
결국 버려질 음식 때문에 피해 받는 지구  [UHD 환경스페셜] | KBS 220310 방송,https://youtube.com/watch?v=C39lHwjn3js&pp=ygUG7ZmY6rK9,5.3천회,2년 전
[핫클립] 청년과 청소년이 주도하는 환경운동 / YTN 사이언스,https://youtube.com/watch?v=o15sN0yWbC8&pp=ygUG7ZmY6rK9,5.4만회,1년 전
[대담] 환경영향평가제도 문제점과 개선 방향은? / KBS  2023.01.31.,https://youtube.com/watch?v=1GHeIhP-Jx8&pp=ygUG7ZmY6rK9,2.4만회,1년 전
세계 물의 날 기념: 환경 보호를 위한 노래 | 주니토니와 함께하는 지구 사랑,https://youtube.com/watch?v=aEM4IDldSns&pp=ygUG7ZmY6rK9,5.3천회,1년 전
